Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Liechtenstein,LIE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19854574737.6898,9389136115.5717,6864257254.8617,17305461701.2587,1845838359.4692,-266949356.7195,44598433611.9441,33538242375.2676,16214866193.267,29934896948.2693,29875940865.4872,26414902947.0333,29482974346.8535,1154916692.2121,9340073894.6221,80400430107.7698,60669833862.7331,38999586460.5875,-87212093508.4059,..,..,..,..,..
Lithuania,LTU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000000,30175186.8400218,31304837.6374329,72557500,152400000,362287500,918775000,564537500,380272500,442400000,660790497.921648,217398839.893754,879540745.774168,1292550783.57242,2259381844.95682,2601486958.03571,1727292156.14544,-360197700.774579,1102696146.69552,1880811089.20548,677182759.667044,768657971.982437,357323216.168925,1036954105.5948,1177533775.88122,1383731106.4056,1299841764.37371,3434299309.82763,4505744062.33469,2971618905.03105,745150135.641191,..
Low & middle income,LMY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,2677800758.75986,2747894456.05629,2471100884.80219,4607705887.02635,5040540443.60877,6018356211.63758,5143740004.42756,4937386935.4438,6576510381.31235,7318410920.81942,7618534898.61861,11547716244.1133,8996438143.16182,8193413693.69425,8323805888.81083,10589634919.7178,9147565722.17556,10841096821.3167,17373776963.9967,18622383463.6346,17762815488.975,23228320006.363,36026839133.7744,55456056843.1886,75350880122.8065,84714505206.4234,105089793739.707,137979655949.026,139169088237.488,148784842542.668,136208175479.368,154625358663.252,144403913983.088,152607099497.058,203214865226.975,283936728170.895,367975220372.201,514320206525.997,598443410446.352,420177785622.964,605045745063.351,707411705433.258,661068722779.773,729398663465.611,628929519556.415,596328091268.786,536854456696.095,534869665066.842,595255173937.39,554776786475.868,532071449278.175,748412707896.442,519902640937.556,..
Low income,LIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,107039999.6,-7260000.1,64699999.7,146844999.5,148170499.276198,308183582.434761,396248472.650588,273633772.028444,466067121.815553,346614401.376609,318156145.021829,432415439.257772,107870188.582903,-157305237.454098,35747756.6500915,126905049.212354,-64537267.5129422,142963317.37136,325885952.636539,758518445.139089,282384394.655466,410300937.800242,840481765.286487,1058961474.92575,628833940.539205,246667256.609895,323361658.310685,994253244.494489,1366868814.38004,1526026489.42317,1723831294.81263,2651085274.32769,3075183647.13566,4330871806.38945,4973911227.1787,3735891525.55085,6180029465.86831,8706743766.40688,11289982263.9651,10077652300.0057,14261587196.0959,16756656739.8091,19375650979.6291,18173468339.4825,13847742816.8952,13971585253.2492,12613965514.0717,12378809294.9808,12043473240.0815,13516588881.0312,12722877327.1826,17535808264.8446,16698161616.5427,..
Lower middle income,LMC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,772383999.2,703619999.50068,834009983.221089,1550355437.41295,1529363892.46564,1584385435.04043,1049420806.11377,1635219719.48275,2231556490.18005,2493768433.73039,1379423386.56224,2803439675.95971,1831670955.34009,1829617874.10687,1693827079.19666,2933069739.63504,2268272231.5027,2906535522.99192,3753764605.00697,5185432399.97506,2936939764.99248,4208305962.38888,5217557283.13978,8601030740.31754,11012043230.9628,11148395731.7548,13141184639.4248,18163241249.1938,17905056819.0771,18110048773.0563,17887574423.6177,21916966207.0465,25543919101.8475,27256427511.7007,29040623289.5727,48044117091.6157,75124747995.9946,95997456686.2582,125028468933.431,100886017537.438,88781996734.3571,102265212154.78,95827518587.5639,93534903775.7637,105651979107.935,123129833494.604,116393382391.504,121640313705,119331183722.677,122331633037.051,120195539962.003,120661226523.305,116780165030.929,..
Luxembourg,LUX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4243174364.5,4291105683.19,5179643438.565,4644769483.286,32219534640.547,-29679425809.909,7117112828.213,27255154248.913,39128528763.186,8843156716.781,2824125587.503,23299023839.564,20060313791.134,45432153555.975,17580970091.43,-27369776663.165,-83336482547.841,163717596800.989,9838881743.814,25122591053.278,-322053781286.067,..
"Macao SAR, China",MAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,20000,320000,120000,..,..,1220000,..,..,320000,..,..,260000,8150000,..,-380000,50000,-90000,350000,-600000,480000,10720000,-19500000,-3600000,3480000,2189999.9,5940000,2310000,-17890000,9419999.9,-790000,160004979.15,393961071.024012,506111200.953585,771496386.166368,1775023637.88001,2916866632.75465,5314514355.64611,3982611127.76312,-412628204.994395,3629274388.55484,1754336190.32972,3565735906.12656,3774560563.63993,2424230566.70926,486517486.302296,1859188732.28442,1701002327.73208,1729819688.96302,6509553755.0042,-6216383035.6257,5684328712.89281,2933072258.21973,..
Madagascar,MDG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,10000000,1080000,12000000,11000000,13709798.8710188,4572770.62885884,1381044.46728693,-2767842.15201272,-3678181.29499726,-6581395.80526257,-790000,-800000,-90000,3710000,8570000,-180000,14039999.9,3470000,2910000,12816215.1627363,22387360.4554662,13681239.6478075,21132352.1522202,15357022.02314,5728097.91776414,9710167.97434065,10161891.7977258,14005421.1259566,16635429.8022046,58385285.9149158,82952580.7054987,93059224,14661798.0720596,12874087,52910748.0000001,85428623.9021933,294681941.542683,789389724.084497,1134497642.42091,1293330142.26094,912287179.835569,815534454.532063,814789934.7302,565848886.014277,372872463.262776,328059305.56932,540842779.829334,464856589.648809,612036371.422122,474311425.432437,358467141.414302,357536665.264704,467848664.235502,..
Malawi,MWI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,8599999.9,9599999.9,10100000,7700000,22699999.9,22109999.9,9699999.9,5537539.58685068,9125979.11528687,-1224173.13630506,9481641.54241471,1116945.1859526,6000000,2553705.85480272,27289999.9,523530.769193591,-2930000,90549.2604955082,17440000,9289999.9,23300000,-28699999.9,-7099999.9,8000000,24992617.8909746,5643045.57927182,15797661.1266005,14868714.3613082,12104230.402425,58528206.2830454,25999996.3612226,19299991.0892369,5899999.35886242,65885630.0222282,107811374.01292,139696402.63469,35561803.9812517,124388649.054177,195425887.191773,49130371.2258416,97010558.6926789,812751769.848633,-8885976.21902263,451362406.595843,598086538.121966,287746689.246669,115700000,90200000,77012306.002161,55227831.6285934,252179040.150445,129497084.50488,243244065.018999,..
Malaysia,MYS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,94000000,100000000,114000000,172000000,570819254.595405,350491202.931934,381259652.112456,405885818.525049,499991004.965365,573467421.839787,933903976.260897,1264688331.16862,1397196045.41608,1260527733.35506,797476861.322828,694712466.229254,488874111.042602,422679709.984833,719418050.366902,1667871568.72095,2332455289.06142,3998448522.46006,5183358086.40239,5005642759.8826,4341800916.32297,4178239335.0381,5078414947.87739,5136514575.67472,2163401815.57573,3895263157.89474,3787631578.94737,553947368.421053,3192894736.8421,3218947368.42105,4376052631.57895,3924786634.73868,7690731245.66747,9071369834.83859,7572512432.33635,114664434.56228,10885801851.6194,15119439203.9543,8895774250.70402,11296279513.9209,10619431582.9781,9857162111.82329,13470089920.807,9368469822.66146,8304480741.65267,9154921685.03934,4058769678.64231,20245157326.8024,14725970431.5896,..
Maldives,MDV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,-200000,70000,1970000,180000,1200000,970000,800000,-130000,-30000,-2879999.9,240000,-140000,1210000,5400000,5100000,1200000,4400000,5600000,6500000,6600000,6900000,8742866.2011335,7230710.76205489,9315251.94973543,11408883.3989708,11517966.6239708,12322250,22312447.8248753,20541053.2565792,24718599.7690471,31774435.5684086,52933701.7280929,52991121.0580686,63826812.8939882,132432080.785582,181255431.772407,157963586.774204,216468945.675274,423530663.953749,227976866.718899,360816336.210787,333375218.034334,297975993.392527,456639057.30469,457808313.566538,575658028.152192,961037565.723003,440711709.435094,642830713.618008,721895590.179118,..
Mali,MLI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,-600000,3399999.9,600000,-150000,2613001.8263408,2573754.87707782,3052755.44136922,-886305.366909783,3060000,2366532.81013673,3680103.97992036,1521577.86376028,3149060.49491759,10069648.421692,2893628.24870677,-8374099.22913333,-5989287.91098446,7050570.95296409,6363470.80392176,5729716.32402687,1205216.85000779,-21874496.9945479,4061271.09744007,17416999.6681669,111429781.431379,27209332.1745828,74360591.896402,9556713.35023085,30998905.1859112,60331623.1100395,208998473.655231,-12371106.203847,72517997.3250875,84992921.5331431,160281952.808321,148327333.705249,206337322.649109,267511185.91091,649211715.168639,371932364.723095,556875894.544289,397842480.253922,307940910.774012,144214831.237,275525536.040377,356476591.902583,560747464.368764,467295391.07784,859091549.188966,536851812.897275,639944165.358959,252912731.324,..
Malta,MLT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,11600000,11544861.4936237,4455199.05424475,5151890.39620357,10636044.1109678,15853077.5306963,14113136.4229389,18469880.9169504,21536997.8502885,16179875.627472,26633728.4130748,39048273.8526508,20866569.259095,24511551.5107052,26245343.3921578,18970276.3546413,21883369.2847757,19392652.9824646,40803167.5347834,51651039.8358645,30019824.4123478,90037665.2203841,84694336.1518443,56441543.4034257,151693045.263198,392188547.165383,312996146.994209,136993957.138889,323284766.09652,667032818.087456,743185324.698102,416889166.287732,-497796507.906789,911474591.335865,7469040204.51318,21801420447.3894,25035392674.1694,35591477412.0334,14837770104.3279,1444871046.00599,9244998119.92181,7806911229.55313,3323599814.67226,510057778.08271,155878728.130936,3640705146.70853,2776034107.56,3890244436.94056,4486075228.36093,4363198051.87696,4559447772.39127,4761059354.07821,4829250953.31145,..
Marshall Islands,MHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,739000,739000,839000,-1151999.9,1155999.9,3279622.36154915,1876761.72458854,6987311.9877883,5694746.71577748,14649434.9564544,-9356673.13181814,-4380881.13767906,21373811.8080675,32548149.3245913,9047685.07797494,-5393638.49927042,-3055847.4488757,5835497.47968519,9752051.36249508,5164920.15605116,3045061.11336896,499428.443349172,2573907.8,..
Mauritania,MRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,800000,4040000,2109999.9,9849999.9,3620000,-122702517.736017,1554786.7998946,4123975.17572434,2859463.85052803,63234733.3442284,27094083.3336738,12444137.6930377,14970300.8547559,1368321.82931921,8526200.30308129,6979308.55552842,4490756.30253107,1678435.26518826,1926632.93213602,3467748.73270641,6736220.52128174,2269792.0374231,7549402.91347201,16091938.1652377,2079708.67893992,6989378.50785376,-435540,-3329919.9,132643.000207808,15119460,40096000,76700000,67340352.323,101957951.564,404102025.74,811869181.405,154601638.124,139372822.3,342770661.998,-3072044.396,130528391.339,588749564.24,1386098850.60853,1126004759.602,502589833.81816,501726765.733819,271134844.997291,588217194.758539,772890477.189,-883561115.825519,927916265.774285,1070252545.01958,1401620461.82275,..
Mauritius,MUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,1600000,1300000,1560000,1020000,3609999.9,3899999.9,3142995.0502532,2270213.41301668,4380787.81238559,1743787.42730488,1171220.50952489,671400.663051981,1747520.13103901,1623071.53482315,4927417.21232317,7965040.165258,7425912.59824639,17160761.1302289,23739137.3911879,35803826.506635,41040223.9046969,17377628.5393475,14714189.7155953,14732526.727495,19988456.0634434,18692860.9567485,36661330.2825559,55277851.5405022,12170393.8497832,49353190.6361288,265641239.441185,-27675565.7136838,32073116.0847955,62630665.276514,13894736.4049872,41776995.7786911,106758059.108919,340763853.718088,377724738.06254,256680711.820915,429941788.698,433331010.938,589018302.822,293369157.08,455562151.787,216455188.306,378764432.27,479995890.267,460511368.241,444077760.883,224668082.77,253189252.754,252104279.704,..
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,312107000,307000000,178384999.9,457000000,508755999.9,458411000,731451000,327101999.9,658162999.9,1332000000,2090000000,3078000000,1901000000,2192000000,1542000000,1984000000,2400000000,2634000000,2879000000,3174000000,2634000000,4762000000,4393000000,4389000000,10972500000,9526290000,9185600000,12829800000,12756764558,13941043232,18382284821,30060020323,20160111120,18157929031,25142732841,25161667683,22126774744,31019438729,29753198466,19651936603,30524718376,23894761716,18231583971,50927449655,28438257850,36249939587,38899291800,33114767572,37857183452,29946318759,31523758914,33747872367,39101311849,..
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20209300,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,571449999.9,175857596.115427,470412842.857064,13451606.7192508,-2984206562.65119,2139829655.65945,356466584.944535,1349416292.68391,1597054924.91562,-6475399.67743104,-3089053541.25218,7257091611.48963,11672912472.8757,5662854095.52353,6409743731.37333,2112375734.12062,2387380489.10305,-137135792.214112,2032965910.35217,1536398830.00181,2891316282.86148,2577843300.60588,4153158939.95651,5182311778.94376,5402743766.2451,2038495129.5149,5397017095.90482,10701548693.8455,11354827280.2903,7348222196.66936,12237516693.0635,10844019192.51,9982569447.57985,20255424330.1765,32915260932.9219,65447868307.8563,96819255267.1337,108308294312.778,79805848931.4662,47846715734.0952,63211564158.9241,51531993440.8507,56119960830.3861,48091912613.6836,30830737626.591,35825979326.7407,63553001555.0658,54302386664.9622,68916996329.1507,57194476874.213,57102247837.6298,86632282008.9193,102702810608.309,..
Middle East & North Africa (excluding high income),MNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,461010000,184730000,305939999.381979,475295438.517632,699810353.69899,81181693.7912574,558269064.188945,302681905.706019,822526610.465686,903715274.001404,235915809.336565,550770901.145393,193117175.251932,350708762.65369,996095099.893093,1432828268.34592,1053545315.66914,756328688.419361,1554500732.46961,1643526353.65766,720285127.263229,1158270169.69682,2381389628.67519,2800145544.91042,2461917879.60549,1193681275.95083,1718894282.23364,4826964697.77922,4065197720.78878,3616105031.74961,5120765878.75886,7182785892.11397,8462940195.56235,11253023705.3559,10631056324.6698,18221792613.4374,30474420440.1362,33656906502.2251,35606364312.7971,29219598629.8057,25932821028.0303,16628551061.3244,22999570490.7928,16669942294.7891,7714204592.96933,9079539616.72387,13654011663.6504,16747748258.0288,15342618619.7511,13931545058.1381,10125557969.563,9935547633.21643,15792233915.7151,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,461010000,184730000,305939999.381979,475295438.517632,699810353.69899,81181693.7912574,558269064.188945,302681905.706019,822526610.465686,903715274.001404,235915809.336565,550770901.145393,193117175.251932,350708762.65369,996095099.893093,1432828268.34592,1053545315.66914,756328688.419361,1554500732.46961,1643526353.65766,720285127.263229,1158270169.69682,2381389628.67519,2800145544.91042,2461917879.60549,1071081275.95083,1541694282.23364,4663964697.77922,3856224616.08117,3426383249.77971,5058760396.93117,7163609491.44597,8453500195.56235,11240151705.3559,10610536324.6698,18185550613.4374,30455832480.1362,33637310502.2251,35554856312.7971,28919130629.8057,25752879980.2378,16389710370.7692,22936585124.6869,16480382117.7494,7554492927.63069,8974601890.06584,13357538132.8064,16563797615.1671,15131924064.2058,13799665073.9692,10045812977.2382,9582070578.26658,15559292753.621,..
Middle income,MIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,2570760759.15986,2755154456.15629,2406400885.10219,4460860887.52635,4892369944.33257,5710172629.20282,4747491531.77697,4663753163.41536,6110443259.4968,6971796519.44282,7300378753.59678,11115300804.8556,8888567954.57891,8350718931.14834,8288058132.16074,10462729870.5055,9212415989.68851,10698267503.9453,17048027011.3602,17864068018.4955,17486671284.5195,22820390430.0628,35192069171.7879,54402950368.0629,74722316182.2673,84467837949.8134,104768504867.397,136984911665.132,137862138323.408,147255846822.645,134481590361.056,151954432434.325,141334326550.253,148333441293.168,198305913185.597,280194856658.344,361559399972.832,505635516212.59,587324393459.987,410186481420.658,590797743087.555,690758173680.049,642059284687.544,710551937770.029,615146909990.35,582434863047.538,524321958453.723,522479443349.961,583273794225.809,541287882605.137,519372410656.592,730962516489.497,503335979321.013,..
Moldova,MDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17000000,14000000,11568000,66910000,23740000,78740000,75510000,37870000,127540000,103440000,84050000,73750000,151010000,190700000,258680000,536020000,726610000,263960000,297050000,372880000,251200000,241880000,345900000,225870000,87440000,149520000,309640000,521370000,155720000,386120000,586040000,..
Monaco,MCO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,140000,0,0,..,..,11119999.9,2000000,7700000,6900000,9800000,15900000,25000000,18900000,30400000,53697000,63000000,77751000,131540000,92920000,187620000,245460000,372759900,844697949.479072,623609218.24768,1691421731.58406,4571161962.80891,4272473222.93625,2059702972.91978,337768268.083172,94319767.4741563,-4156404703.77687,1494350363.46922,1951528195.81853,2443343095.41815,1719115941.52003,2173385309.77256,2504294749.65086,..
Montenegro,MNE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,937357714.730125,975271781.796617,1550285725.39206,758254398.556855,556662007.527147,618126498.733883,446456998.007452,496993506.510357,699855695.331557,226702405.905002,560665419.031982,485653127.823429,417589860.078767,530903011.481089,693740795.71383,872558550.293815,..
Morocco,MAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,20000000,23100000,13000000,5490000,-20399999.9,5019999.9,38014962.7431903,7994056.27289948,11759988.2428342,7437548.63717074,89416222.5895141,58581335.9912382,79528177.1036931,46123623.5045972,46989196.5550045,19975166.8598062,549182.496104443,59574900.7832664,84661627.5741094,167056032.101148,165122977.794538,317462140.572328,422470462.497987,491466064.599827,550924373.94834,334768272.8902,357393801.789474,1079341332.03085,308712164.430615,826974026.933263,426553283.860634,2824557251.52006,480355698.049863,2312829823.25089,893325392.835825,1670609688.92878,2460787164.18439,2825801376.44064,2466288357.37234,1970323920.01346,1240625859.11404,2521362080.65559,2841954371.38454,3360909924.36421,3525384612.43801,3252913902.35666,2153363904.93515,2680109856.21237,3544387229.27822,1720825003.13095,1418713118.61153,2264148625.4107,2177845609.37351,..
Mozambique,MOZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,300000,30000,5500000,4019999.9,2000000,6669999.9,-12640000,..,2000000,2430000,4360000,370000,1929999.9,2470000,-2919999.9,330000,1500000,6200000,4500000,3399999.9,9199999.9,22500000,25300000,32000000,35000000,45000000,72500000,64400000,234900000,381699999.9,139300000,255435491.4,347252830.5,336698400.8,475513572.8,122413755.58,251141650.25,416689348.42081,641399415.784251,930100407.78,1258453096.82496,3663937118.45157,5635092658.61842,6697422432.4601,4998799334.35621,3868353884.95,3128149928.7,2319071971.47682,1678061191.83106,3379329136.13929,3187942207.14962,5295396105.25416,2539017295.64802,..
Myanmar,MMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,50000,280000,30000,1020000,3310000,0,60000,0,0,380000,0,0,-420000,780000,0,140000,-1540000,0,7806630.41152735,161144560.314889,238056791.873856,171558719.974061,104674233.142371,126091858.49119,277199199.509049,310437074.890386,387184136.000944,314450998.907852,253110104.66411,254789765.469466,208303564.372066,150511225.813866,248882510.026366,211364294.975748,234904379.027598,275812653.011391,709922015.309805,863880447.312828,1078972200.98264,901133534.876797,2519813313.27459,1333856137.27031,2254603965.49345,2175015283.77713,4083839111.71186,3278096409.87385,4804272487.31986,1768195522.55912,1735589412.93376,1907154040.9,2066606470.4,1238500000,..
Namibia,NAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16359999.9,9000000,-170000,-1510000,-480000,29567264.7220339,120449858.129188,118232231.782392,55267528.1671983,97977966.4573085,153015438.01703,128693897.273987,90972979.0142206,96232390.3694651,51102943.7374422,196350763.262587,379336366.387132,147535758.471973,65110887.1077804,223561311.215728,389850790.391063,610197796.107759,669182903.357666,750426324.202911,829054473.358439,287528974.44129,803600584.603823,1041555413.14223,777073646.376717,445582247.859427,838879062.71593,358727049.605925,280476974.998847,234372724.533504,-176478261.583527,-150172760.720263,840286915.801549,1056043502.65038,..
Nauru,NRU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,30000,-10000,250000,..,-40000,0,410000,300000,300000,-230000,-30000,-600000,950000,650000,1169999.9,1389999.9,680000,420000,5940000,2220000,..,..,..,..,19160171.0939681,23056467.765552,12024659.8985728,4351068.68212706,-484826.712274881,20850000,-5952541.12704632,14778085.6065136,-417346.383904296,2451784.70709983,-6647983.90370767,5741706.05320872,995123.930669508,38271269.9748302,87741711.6305985,94022157.1167852,91954196.0964528,74179632.6147952,30402676.784735,51895699.9282915,105996375.590659,196265098.563575,68261793.9439987,185563265.634425,126626337.460302,196326024.03483,65455865.1017989,..
Netherlands,NLD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,632596684.625027,752897735.480259,754553458.333698,1118995448.40256,1103114453.63161,1232377357.41231,581098299.089074,605297449.113877,1082145422.59481,1715155179.12549,2278377890.29283,1799058373.12085,1227497017.75114,1357995933.68448,1716938277.23977,1504626364.02807,3129068297.9641,3029037166.55678,4781352995.57331,8559308808.21724,10675649732.6246,5623819474.59132,6186517513.00715,6380304064.21082,7126515355.23354,12206170578.6541,16604370594.2964,11033361089.8674,37618898706.3161,41161898489.8176,63109732334.5288,51998915897.6429,25485041348.333,20456442247.9523,139920688181.89,209888825342.073,375506013118.293,733826501994.516,195530109750.281,95851297436.2645,115753273228.717,332071022439.731,239668927458.956,328677379048.208,117627297064.437,332926404423.871,241091415379.487,227392560367.595,-330338474188.053,-18220277023.2983,-202784872121.042,-131479968064.796,-12076017255.5729,..
New Caledonia,NCL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-40626091.773,103041207.897,59055445.6614434,116048161.873983,27480195.7306092,-6738759.00139891,749088411.734889,417453934.436208,1746369905.06476,1182295527.61516,1439085573.36548,1758141868.63992,2682824680.90753,2166812151.02825,1757035866.71921,1203895440.08717,809821138.3806,488663210.426,345295372.08,723480356.788,571728129.016,793713550.772,696307345.5,..
New Zealand,NZL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,146000000,110000000,126690000,207650000,251610000,138169999.9,277639999.9,154319999.9,273740000,350540000,334086570.3043,176961979.1983,274648997.0809,243190336.5246,116213810.7359,225366591.3797,389408099.6885,237229723.35,155922431.8658,433573543.0434,1684763154.755,1691366072.304,1088200065.528,2211822686.719,2616630695.159,2849961939.26,3918617039.557,1917456791.103,1825772782.015,941464111.642,-1507812033.25805,259321576.796312,2848556986.63852,-3363941288.043,2319819298.42871,1906665963.75812,2912645686.56863,4335506075.9374,2591966537.02927,-52385533.2387357,286306902.9756,1378410924.39879,3846884018.51781,-69519935.4200308,3251563602.3094,-73372796.4211781,2008111275.18134,2390035935.47737,2516488849.6393,2915754514.32092,4135119591.14727,4539913924.62292,8340194362.34964,..
